1009_at,HINT1,1145.5,1014.9,1103.1,850.4,886.6,859.3,1228.6,1231.9,1118.3,762.1,1438.9,763.7,1382.4,1008.2,1025.9,1197.0,735.2,865.3,485.0,811.1,783.0
1020_s_at,CIB1,510.1,490.4,528.6,645.6,728.9,446.9,500.7,562.4,520.7,686.7,890.6,352.8,423.8,707.6,521.2,597.9,556.3,654.4,368.4,523.4,362.7
1062_g_at,IL10RA,500.9,275.0,376.2,600.7,253.6,685.6,737.2,539.8,422.0,514.6,629.3,420.3,335.0,379.3,405.2,816.6,382.2,846.7,489.1,270.4,562.6
1073_at,TCEA1,752.1,523.0,871.5,1205.6,379.9,765.0,829.4,603.4,398.5,845.6,865.5,462.1,821.5,914.3,881.4,1007.0,534.9,394.8,458.2,397.1,305.8
1081_at,ODC1,1233.6,1397.4,1140.6,1322.6,895.4,1319.2,1645.8,1028.0,908.2,992.1,936.9,1769.4,1762.4,1234.9,941.9,1102.7,703.5,1630.2,730.2,753.9,1281.3
1085_s_at,PLCG2,664.8,704.4,520.0,521.5,645.7,829.3,688.4,1108.7,771.2,968.4,687.0,265.7,723.2,897.2,610.7,638.9,502.7,601.2,409.3,582.9,358.2
1106_s_at,TRAC,1488.8,1223.2,619.6,1589.4,1209.1,1401.4,596.8,1393.4,1648.5,519.7,1129.9,462.7,915.9,1475.0,710.3,735.9,857.8,1117.7,808.4,1004.6,737.7
1173_g_at,SAT1,506.1,602.0,1505.8,1185.9,973.3,1360.4,1077.7,992.7,1325.0,1575.0,2942.4,2626.5,722.0,707.6,862.4,1289.6,695.9,629.8,4377.1,692.5,1226.2
1179_at,HSPA8,1657.0,1100.7,822.2,1858.2,1417.4,2558.4,1487.7,1202.7,1452.2,1670.5,1384.0,2103.8,1091.2,1508.9,1036.1,1234.6,1247.0,1713.4,875.8,1239.8,486.7
1268_at,UBA1,558.6,713.4,625.9,548.5,748.5,909.7,711.2,813.8,662.1,945.0,862.0,720.7,650.4,828.6,994.1,553.3,611.4,1041.8,681.5,882.8,513.3
1309_at,PSMB3,529.2,445.5,512.1,430.9,485.5,291.6,355.3,384.7,331.7,327.1,334.1,312.3,551.6,387.9,371.1,384.8,299.4,267.1,391.7,442.2,444.6
